Title: mars_interm

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-QFM rhol rhos viscosity aH2O chisqr
150.00 1100.00 99.997183 1.0000000000000000 1.000000 258.018117 -1221279.097815 39.524048 -268.423327 2168.875948 135.068666 -11.510 -2.000 2.530034 0.000000 4.301 0 0.000
150.00 1095.00 99.997497 1.0000000000000000 1.000000 257.525952 -1221959.407391 39.513475 -268.500035 2168.941795 135.058133 -11.575 -2.000 2.530719 0.000000 4.334 0 0.000
150.00 1090.00 99.997819 1.0000000000000000 1.000000 257.032027 -1222639.781778 39.502907 -268.577037 2169.009104 135.047357 -11.640 -2.000 2.531404 0.000000 4.367 0 0.000
150.00 1085.00 99.998147 1.0000000000000000 1.000000 256.536331 -1223320.222319 39.492344 -268.654340 2169.077903 135.036338 -11.706 -2.000 2.532089 0.000000 4.400 0 0.000
150.00 1080.00 99.998483 1.0000000000000000 1.000000 256.038851 -1224000.730420 39.481787 -268.731953 2169.148223 135.025073 -11.773 -2.000 2.532775 0.000000 4.433 0 0.000
150.00 1075.00 99.998826 1.0000000000000000 1.000000 255.539576 -1224681.307548 39.471236 -268.809884 2169.220096 135.013561 -11.840 -2.000 2.533461 0.000000 4.467 0 0.000
150.00 1070.00 99.999177 1.0000000000000000 1.000000 255.038492 -1225361.955234 39.460690 -268.888140 2169.293553 135.001799 -11.907 -2.000 2.534147 0.000000 4.501 0 0.000
150.00 1065.00 99.999536 1.0000000000000000 1.000000 254.535587 -1226042.675076 39.450150 -268.966731 2169.368627 134.989786 -11.975 -2.000 2.534833 0.000000 4.535 0 0.000
150.00 1060.00 99.999902 1.0000000000000000 1.000000 254.030847 -1226723.468742 39.439616 -269.045665 2169.445353 134.977519 -12.044 -2.000 2.535519 0.000000 4.569 0 0.000
150.00 1055.00 99.999611 0.9758995350925939 0.978265 252.967647 -1228132.300720 39.349229 -264.539286 2144.318721 134.389718 -12.113 -2.000 2.535190 2.817947 4.606 0 0.000
150.00 1050.00 100.002094 0.9207059128316206 0.932114 251.062810 -1230706.851626 39.201502 -255.499699 2039.203074 132.888412 -12.183 -2.000 2.519755 2.979662 4.766 0 0.000
150.00 1045.00 100.003037 0.8849747198643391 0.901044 249.690609 -1232536.699488 39.091868 -249.248768 1982.775976 131.972313 -12.253 -2.000 2.512532 2.973574 4.860 0 0.000
150.00 1040.00 100.003881 0.8512665786158351 0.871451 248.376792 -1234280.948765 38.986960 -243.264185 1930.863390 131.123122 -12.323 -2.000 2.505649 2.967812 4.950 0 0.000
150.00 1035.00 100.004618 0.8192365382884360 0.843069 247.111996 -1235952.361812 38.885865 -237.496261 1882.729423 130.330122 -12.394 -2.000 2.499048 2.962301 5.038 0 0.000
150.00 1030.00 99.998584 0.7823736629910106 0.810937 245.677914 -1237712.150471 38.798635 -231.229055 1826.352471 129.413879 -12.466 -2.000 2.486593 2.966754 5.182 0 0.000
150.00 1025.00 99.997828 0.7525684070898602 0.784247 244.462122 -1239278.841682 38.705298 -225.820616 1782.804705 128.692825 -12.538 -2.000 2.479209 2.962915 5.279 0 0.000
150.00 1020.00 99.996980 0.7240454824170997 0.758482 243.283225 -1240789.922924 38.614354 -220.578240 1741.939514 128.012862 -12.611 -2.000 2.472059 2.958870 5.375 0 0.000
150.00 1015.00 99.996056 0.6966543260754948 0.733514 242.137578 -1242250.801899 38.525477 -215.498305 1708.923233 127.553419 -12.684 -2.000 2.465153 2.954596 5.468 0 0.000
150.00 1010.00 99.995072 0.6702640170858761 0.709234 241.021864 -1243666.348220 38.438405 -210.519532 1673.067033 126.961524 -12.758 -2.000 2.458498 2.950090 5.560 0 0.000
150.00 1005.00 99.994038 0.6447725411705570 0.685557 239.934098 -1245039.625832 38.353003 -205.645511 1639.047920 126.398649 -12.833 -2.000 2.452099 2.945363 5.651 0 0.000
150.00 1000.00 99.992964 0.6201135749941710 0.662434 238.872496 -1246373.357346 38.269235 -200.868691 1606.681821 125.862242 -12.908 -2.000 2.445954 2.940456 5.739 0 0.000
150.00 995.00 99.991856 0.5962635689033335 0.639859 237.835983 -1247669.293535 38.187201 -196.191190 1575.844042 125.350547 -12.984 -2.000 2.440060 2.935436 5.826 0 0.000
150.00 990.00 99.990718 0.5732451004571264 0.617875 236.824212 -1248928.211706 38.107136 -191.625772 1546.473129 124.862624 -13.060 -2.000 2.434408 2.930393 5.911 0 0.000
150.00 985.00 99.989555 0.5511206763798681 0.596564 235.837441 -1250150.104064 38.029394 -187.194502 1518.564137 124.398222 -13.137 -2.000 2.428987 2.925430 5.994 0 0.000
150.00 980.00 99.988369 0.5299753515018296 0.576036 234.876239 -1251334.570476 37.954377 -182.924644 1492.148801 123.957505 -13.214 -2.000 2.423783 2.920648 6.075 0 0.000
150.00 975.00 99.987165 0.5098929429828872 0.556401 233.941119 -1252481.303794 37.882459 -178.842960 1467.267610 123.540699 -13.293 -2.000 2.418783 2.916130 6.155 0 0.000
150.00 970.00 99.961281 0.4701587630606654 0.516155 232.251817 -1254105.330080 37.678035 -169.643030 1460.757831 122.812592 -13.371 -2.000 2.416619 2.905246 6.201 0 0.000
150.00 965.00 99.959819 0.4508146277021315 0.496933 231.330223 -1255221.177730 37.606090 -165.648545 1437.857588 122.417836 -13.451 -2.000 2.411388 2.901755 6.279 0 0.000
150.00 960.00 99.958436 0.4328849143605193 0.479019 230.440479 -1256294.574788 37.538685 -161.936566 1416.796017 122.050756 -13.531 -2.000 2.406359 2.898607 6.356 0 0.000
150.00 955.00 99.957126 0.4163028449462816 0.462367 229.580458 -1257328.349869 37.475634 -158.497198 1397.459043 121.709506 -13.611 -2.000 2.401528 2.895783 6.431 0 0.000
150.00 950.00 99.955884 0.4009794058832289 0.446907 228.747754 -1258325.648861 37.416673 -155.314626 1379.711587 121.392012 -13.693 -2.000 2.396893 2.893253 6.504 0 0.000
150.00 945.00 99.954706 0.3868164936681315 0.432555 227.939903 -1259289.662109 37.361504 -152.370270 1363.412434 121.096163 -13.775 -2.000 2.392448 2.890983 6.576 0 0.000
150.00 940.00 99.953587 0.3737153679117137 0.419225 227.154516 -1260223.457938 37.309824 -149.644846 1348.423664 120.819931 -13.857 -2.000 2.388191 2.888943 6.646 0 0.000
150.00 935.00 99.952523 0.3615814801839853 0.406831 226.389355 -1261129.895150 37.261338 -147.119568 1334.615856 120.561427 -13.941 -2.000 2.384115 2.887105 6.714 0 0.000
150.00 930.00 99.951510 0.3503268897820789 0.395293 225.642364 -1262011.586529 37.215774 -144.776782 1321.870493 120.318933 -14.025 -2.000 2.380216 2.885442 6.781 0 0.000
150.00 925.00 99.950546 0.3398712089339425 0.384537 224.911674 -1262870.892364 37.172878 -142.600238 1310.080664 120.090901 -14.110 -2.000 2.376489 2.883934 6.847 0 0.000
150.00 920.00 99.949627 0.3301417102816667 0.374493 224.195602 -1263709.930288 37.132422 -140.575166 1299.150829 119.875954 -14.195 -2.000 2.372926 2.882564 6.911 0 0.000
150.00 915.00 99.948751 0.3210729900713101 0.365102 223.492638 -1264530.593029 37.094199 -138.688234 1288.996088 119.672867 -14.281 -2.000 2.369522 2.881314 6.974 0 0.000
150.00 910.00 99.947914 0.3126064200679150 0.356307 222.801426 -1265334.569279 37.058023 -136.927461 1279.541260 119.480560 -14.368 -2.000 2.366272 2.880172 7.036 0 0.000
150.00 905.00 99.947116 0.3046895210249349 0.348059 222.120754 -1266123.364978 37.023725 -135.282094 1270.719893 119.298078 -14.456 -2.000 2.363168 2.879127 7.096 0 0.000
150.00 900.00 99.946353 0.2972753303698450 0.340313 221.449534 -1266898.323639 36.991156 -133.742492 1262.473315 119.124580 -14.544 -2.000 2.360204 2.878168 7.155 0 0.000
150.00 895.00 99.945623 0.2903218015426789 0.333028 220.786789 -1267660.645071 36.960180 -132.300004 1254.749748 118.959327 -14.634 -2.000 2.357377 2.877288 7.214 0 0.000
150.00 890.00 99.944926 0.2837912522578077 0.326168 220.131643 -1268411.402257 36.930674 -130.946861 1247.503514 118.801670 -14.724 -2.000 2.354678 2.876480 7.271 0 0.000
150.00 885.00 99.944259 0.2776498676848549 0.319700 219.483306 -1269151.556365 36.902527 -129.676077 1240.694325 118.651042 -14.814 -2.000 2.352104 2.875736 7.327 0 0.000
150.00 880.00 99.943621 0.2718672584584830 0.313595 218.841065 -1269881.970022 36.875642 -128.481359 1234.286674 118.506947 -14.906 -2.000 2.349650 2.875052 7.383 0 0.000
150.00 875.00 99.943010 0.2664160703672100 0.307826 218.204276 -1270603.418967 36.849926 -127.357031 1228.249289 118.368956 -14.998 -2.000 2.347310 2.874422 7.437 0 0.000
150.00 870.00 99.942425 0.2612716411547475 0.302370 217.572355 -1271316.602284 36.825298 -126.297964 1222.554678 118.236700 -15.091 -2.000 2.345080 2.873843 7.491 0 0.000
150.00 865.00 99.941866 0.2564116994808001 0.297203 216.944770 -1272022.151367 36.801685 -125.299512 1217.178731 118.109863 -15.185 -2.000 2.342956 2.873310 7.543 0 0.000
150.00 860.00 99.941330 0.2518161011350503 0.292307 216.321039 -1272720.637776 36.779018 -124.357464 1212.100386 117.988182 -15.280 -2.000 2.340934 2.872821 7.595 0 0.000
150.00 855.00 99.940817 0.2474665979246191 0.287663 215.700719 -1273412.580136 36.757236 -123.467993 1207.301345 117.871440 -15.375 -2.000 2.339009 2.872371 7.647 0 0.000
150.00 850.00 99.940326 0.2433466351220308 0.283256 215.083405 -1274098.450203 36.736283 -122.627619 1202.765844 117.759466 -15.472 -2.000 2.337179 2.871960 7.697 0 0.000
150.00 845.00 99.939856 0.2394411737979319 0.279069 214.468726 -1274778.678199 36.716108 -121.833168 1198.480458 117.652134 -15.569 -2.000 2.335441 2.871583 7.747 0 0.000
150.00 840.00 99.939407 0.2357365348381901 0.275090 213.856338 -1275453.657536 36.696663 -121.081744 1194.433958 117.549359 -15.667 -2.000 2.333791 2.871239 7.796 0 0.000
150.00 835.00 99.938977 0.2322202618544141 0.271306 213.245923 -1276123.748997 36.677906 -120.370701 1190.617199 117.451102 -15.766 -2.000 2.332226 2.870926 7.844 0 0.000
150.00 830.00 99.938566 0.2288810005817556 0.267706 212.637188 -1276789.284462 36.659797 -119.697618 1187.023048 117.357365 -15.866 -2.000 2.330745 2.870642 7.892 0 0.000
150.00 825.00 99.938347 0.2206662995233152 0.258535 211.964244 -1277525.870134 36.620443 -117.491607 1181.151138 117.219235 -15.967 -2.000 2.329298 2.868411 7.903 0 0.000
150.00 820.00 99.938343 0.2083009896893263 0.244579 211.238009 -1278321.472777 36.562781 -113.956877 1173.465848 117.045048 -16.069 -2.000 2.327900 2.864601 7.876 0 0.000
150.00 815.00 99.938366 0.1973942035221425 0.232230 210.531609 -1279092.305377 36.511120 -110.836995 1166.752062 116.889547 -16.172 -2.000 2.326605 2.861399 7.851 0 0.000
150.00 810.00 99.938415 0.1877102830789660 0.221234 209.841547 -1279842.327362 36.464501 -108.064710 1160.869161 116.750389 -16.276 -2.000 2.325407 2.858683 7.828 0 0.000
150.00 805.00 99.938488 0.1790614304692087 0.211386 209.165015 -1280574.710291 36.422158 -105.586460 1155.709250 116.625830 -16.380 -2.000 2.324305 2.856362 7.807 0 0.000
150.00 800.00 99.938583 0.1712962030072984 0.202522 208.499727 -1281292.026661 36.383472 -103.359078 1151.189856 116.514597 -16.486 -2.000 2.323294 2.854367 7.788 0 0.000
150.00 795.00 99.938700 0.1642911511504925 0.194507 207.843801 -1281996.387494 36.347938 -101.347397 1147.248756 116.415811 -16.592 -2.000 2.322372 2.852643 7.771 0 0.000
150.00 790.00 99.938838 0.1579446529890992 0.187230 207.195669 -1282689.544144 36.315139 -99.522487 1143.840340 116.328924 -16.700 -2.000 2.321536 2.851148 7.755 0 0.000
150.00 785.00 99.938998 0.1521723060386909 0.180598 206.554012 -1283372.964725 36.284726 -97.860337 1140.933092 116.253689 -16.809 -2.000 2.320784 2.849847 7.742 0 0.000
